symbol,timeframe,trades,longs,long_wr,shorts,short_wr,wr_fee,wr_nofee,wr_delta,net,fee,gross,profit_factor,sharpe,max_dd_pct,max_win_streak,max_lose_streak,tp,sl,cut,rev,filtered
ASTR,M15,291,138,45.65,153,52.29,49.14,55.33,6.19,782.1633,234.1606,1016.3239,2.5848,2.3815,0.4379,6,9,20,271,0,0,844
FET,M15,402,211,45.5,191,45.03,45.27,49.5,4.23,776.62,330.5675,1107.1875,1.8507,2.2801,0.6148,5,13,20,382,0,0,719
VIRTUAL,M15,300,169,51.48,131,44.27,48.33,52.0,3.67,775.6001,240.6796,1016.2797,2.11,2.5105,0.5144,10,10,24,276,0,0,351
FORM,M15,196,103,45.63,93,51.61,48.47,55.61,7.14,775.0522,153.0965,928.1487,2.9076,2.1901,0.3648,7,8,15,181,0,0,374
ETHFI,M15,412,217,44.7,195,48.21,46.36,50.0,3.64,767.4546,325.9717,1093.4263,1.8309,2.0446,0.5043,9,9,18,394,0,0,671
RESOLV,M15,179,88,46.59,91,50.55,48.6,50.84,2.23,765.8221,139.1165,904.9386,2.6214,1.918,0.5855,6,6,11,168,0,0,267
HIGH,M15,376,180,43.33,196,42.35,42.82,46.81,3.99,765.8099,283.8877,1049.6976,1.9102,1.4512,0.5877,6,9,23,353,0,0,792
NMR,M15,339,173,47.98,166,47.59,47.79,53.69,5.9,763.1586,271.8211,1034.9798,2.1666,2.1437,0.3148,9,8,16,323,0,0,869
SNX,M15,373,176,42.61,197,47.21,45.04,50.94,5.9,762.5307,292.9532,1055.4839,2.0545,2.0634,0.6017,6,12,23,350,0,0,788
IP,M15,224,137,52.55,87,48.28,50.89,53.57,2.68,760.1849,182.089,942.2739,2.5114,1.5973,0.6066,6,7,14,210,0,0,385
RLC,M15,361,184,47.28,177,48.02,47.65,54.57,6.93,760.1272,282.3382,1042.4654,2.1642,2.3475,0.5702,8,8,19,342,0,0,824
ARIA,M15,166,84,48.81,82,45.12,46.99,50.6,3.61,757.6612,131.8609,889.522,2.4547,0.8601,0.7676,6,6,7,159,0,0,206
XAN,M15,133,74,52.7,59,32.2,43.61,48.12,4.51,756.7247,105.2066,861.9314,2.9766,1.4301,0.5422,6,6,7,126,0,0,167
VIC,M15,162,67,44.78,95,52.63,49.38,55.56,6.17,756.1402,123.8854,880.0257,3.7951,2.0851,0.6258,7,13,12,150,0,0,435
LISTA,M15,361,196,47.96,165,46.67,47.37,51.25,3.88,755.6052,288.3525,1043.9577,1.9247,2.3269,0.5819,9,9,23,338,0,0,565
STORJ,M15,316,153,40.52,163,49.08,44.94,50.95,6.01,753.6682,242.9672,996.6354,2.3304,2.0682,0.3442,5,10,17,299,0,0,880
EVAA,M15,133,67,53.73,66,51.52,52.63,53.38,0.75,753.5565,109.2311,862.7876,2.827,1.7292,0.4906,6,7,10,123,0,0,160
BANANA,M15,305,162,49.38,143,41.26,45.57,49.84,4.26,752.9812,236.8908,989.872,2.2754,1.9322,0.5193,8,11,21,284,0,0,581
MEME,M15,413,214,43.46,199,45.73,44.55,48.67,4.12,752.0549,330.058,1082.1129,1.7877,1.7808,0.827,12,18,14,398,1,0,725
MERL,M15,217,131,50.38,86,48.84,49.77,53.92,4.15,751.244,174.8592,926.1032,2.5118,2.0126,0.6721,7,8,13,204,0,0,265
SOLV,M15,201,95,51.58,106,49.06,50.25,53.23,2.99,749.6891,152.1986,901.8877,2.5285,1.6208,0.4903,5,6,6,195,0,0,459
币安人生,M15,150,72,51.39,78,44.87,48.0,50.67,2.67,748.5665,123.9739,872.5404,2.3664,1.1718,0.6614,6,5,4,146,0,0,152
MOCA,M15,200,100,52.0,100,45.0,48.5,53.0,4.5,748.4156,156.2991,904.7147,2.7366,1.4251,0.5027,8,6,12,188,0,0,460
API3,M15,384,191,41.88,193,46.63,44.27,50.0,5.73,747.6532,298.6867,1046.3399,1.9414,1.9524,0.4898,12,8,8,376,0,0,752
SAFE,M15,230,122,48.36,108,47.22,47.83,53.48,5.65,747.6513,182.3144,929.9656,2.807,2.6532,0.4656,8,7,20,210,0,0,507
MTL,M15,242,115,50.43,127,51.18,50.83,56.2,5.37,745.7329,193.6242,939.3572,2.8569,1.7124,0.4032,7,7,16,226,0,0,938
XAI,M15,395,193,40.93,202,49.5,45.32,50.38,5.06,741.6743,310.5665,1052.2408,1.8605,2.1216,0.857,7,13,17,378,0,0,745
STEEM,M15,228,105,46.67,123,49.59,48.25,53.95,5.7,741.4397,184.0239,925.4636,2.7283,1.702,0.5297,6,13,11,217,0,0,933
SEI,M15,367,196,46.94,171,49.71,48.23,52.32,4.09,739.3537,295.5844,1034.9381,2.0423,2.3052,0.6263,7,7,29,338,0,0,764
DIA,M15,235,123,47.15,112,48.21,47.66,50.64,2.98,736.9705,182.9337,919.9041,2.5769,2.1749,0.515,6,8,14,221,0,0,563
BANANAS31,M15,185,103,47.57,82,36.59,42.7,47.57,4.86,736.3059,143.3957,879.7016,2.5432,1.312,0.5333,4,7,7,178,0,0,407
IOTX,M15,327,170,48.82,157,44.59,46.79,51.38,4.59,735.6904,255.1157,990.8062,2.216,1.9151,0.3792,13,9,16,311,0,0,877
NOT,M15,337,166,44.58,171,48.54,46.59,51.63,5.04,734.3449,268.952,1003.2969,2.0634,1.9626,0.4848,7,8,16,321,0,0,606
ICNT,M15,225,123,51.22,102,41.18,46.67,50.22,3.56,734.3356,177.8414,912.177,2.0844,1.8909,0.7602,7,8,18,207,0,0,218
ACE,M15,412,218,42.2,194,41.24,41.75,47.57,5.83,734.1633,313.8177,1047.981,1.8758,1.7564,0.9405,5,9,15,397,0,0,776
VELVET,M15,173,96,45.83,77,42.86,44.51,46.82,2.31,728.193,134.8972,863.0902,2.2381,0.9008,1.2281,6,8,9,163,1,0,252
IOST,M15,232,118,48.31,114,55.26,51.72,57.33,5.6,726.8334,182.8096,909.6429,3.2029,1.681,0.2731,6,7,17,215,0,0,924
AEVO,M15,368,176,40.91,192,51.04,46.2,51.63,5.43,726.4939,291.9499,1018.4438,2.0154,2.1029,0.6631,6,10,21,347,0,0,714
NFP,M15,419,205,44.39,214,47.2,45.82,49.16,3.34,726.088,329.9942,1056.0822,1.8352,2.2745,0.4651,6,8,29,390,0,0,717
PARTI,M15,229,127,45.67,102,38.24,42.36,46.72,4.37,726.018,175.2112,901.2292,2.0921,1.2238,1.079,7,8,8,220,1,0,318
BAND,M15,316,150,42.0,166,48.8,45.57,52.53,6.96,723.3275,252.6553,975.9827,2.3396,2.1781,0.8015,8,13,18,298,0,0,856
JUP,M15,389,195,43.08,194,46.39,44.73,48.59,3.86,723.1118,317.0028,1040.1147,1.8596,2.0521,0.5571,7,9,22,367,0,0,704
FF,M15,102,53,47.17,49,36.73,42.16,49.02,6.86,720.755,77.2022,797.9572,4.3991,0.7178,0.3501,5,5,4,98,0,0,255
UB,M15,175,99,53.54,76,44.74,49.71,50.29,0.57,714.8749,140.8966,855.7715,2.1657,1.3885,0.637,6,6,11,163,1,0,188
SCRT,M15,240,131,61.07,109,44.04,53.33,56.25,2.92,712.5007,188.0506,900.5514,2.5021,2.7647,0.5839,8,8,25,215,0,0,512
OP,M15,328,166,44.58,162,47.53,46.04,52.13,6.1,709.591,262.7639,972.3549,2.144,1.8617,0.3707,9,7,16,312,0,0,789
MINA,M15,321,170,46.47,151,52.32,49.22,53.89,4.67,707.5077,253.7922,961.2999,2.2284,2.4323,0.3754,7,6,22,299,0,0,823
RUNE,M15,323,174,42.53,149,43.62,43.03,49.85,6.81,705.5735,252.4501,958.0235,2.2423,1.804,0.3626,12,12,22,301,0,0,817
BAN,M15,298,158,49.37,140,46.43,47.99,51.34,3.36,702.3866,232.8752,935.2617,1.8284,1.8656,0.6068,7,7,14,284,0,0,493
CFX,M15,344,176,42.61,168,48.21,45.35,50.87,5.52,699.9821,271.8577,971.8398,2.0032,2.0668,0.4307,8,11,17,327,0,0,781
BSV,M15,229,121,52.89,108,49.07,51.09,56.33,5.24,698.9655,182.8224,881.788,3.0027,2.2174,0.3392,8,8,10,219,0,0,963
CTSI,M15,330,164,50.61,166,46.99,48.79,55.15,6.36,696.6184,258.3003,954.9187,2.1951,1.9493,0.4651,6,9,13,317,0,0,870
STRK,M15,377,171,49.12,206,42.72,45.62,49.6,3.98,689.2627,305.2476,994.5102,1.8226,1.5737,0.6853,6,11,17,360,0,0,702
REZ,M15,399,202,42.08,197,42.64,42.36,47.87,5.51,688.4623,307.2033,995.6656,1.7555,1.9833,0.7869,6,17,20,379,0,0,571
GMT,M15,320,156,44.23,164,49.39,46.88,53.12,6.25,683.3864,257.1243,940.5108,2.1763,2.2076,0.3793,10,7,14,306,0,0,806
AGT,M15,236,122,45.08,114,43.86,44.49,46.19,1.69,681.4533,181.9627,863.4161,1.8616,1.365,1.0281,6,7,8,228,0,0,241
SQD,M15,177,98,46.94,79,51.9,49.15,53.11,3.95,678.195,137.8387,816.0337,2.6677,2.1886,0.437,6,10,15,162,0,0,316
ZRO,M15,366,194,43.81,172,47.09,45.36,49.45,4.1,672.5071,283.2861,955.7932,1.9675,2.2482,0.4324,5,8,21,345,0,0,565
1000LUNC,M15,269,146,46.58,123,48.78,47.58,52.79,5.2,671.4386,215.2647,886.7033,2.3424,2.3565,0.5725,12,10,11,258,0,0,903
GPS,M15,231,124,43.55,107,46.73,45.02,49.78,4.76,670.789,182.0131,852.8021,2.0923,1.5027,0.6324,9,10,12,219,0,0,402
MOVR,M15,322,159,45.28,163,47.24,46.27,53.11,6.83,669.0954,248.2252,917.3206,2.1897,2.3428,0.4672,10,7,20,302,0,0,806
ICP,M15,326,164,49.39,162,45.06,47.24,52.45,5.21,668.4807,250.7105,919.1912,2.1735,2.2341,0.5644,7,11,22,304,0,0,825
C98,M15,391,189,39.15,202,49.5,44.5,50.38,5.88,663.7274,305.2763,969.0037,1.7685,1.6102,0.6649,7,11,12,379,0,0,809
CKB,M15,342,173,42.2,169,48.52,45.32,48.54,3.22,661.1791,271.3255,932.5046,1.8484,1.982,0.5461,6,11,23,319,0,0,779
1000000MOG,M15,333,166,46.99,167,41.32,44.14,48.95,4.8,658.9447,265.3974,924.3421,1.7219,1.741,0.657,5,11,18,315,0,0,387
LYN,M15,152,68,44.12,84,48.81,46.71,49.34,2.63,657.6557,121.0383,778.694,2.1485,1.4983,0.5209,6,4,9,143,0,0,146
AIO,M15,145,82,57.32,63,38.1,48.97,51.72,2.76,657.6227,113.8405,771.4632,2.7063,1.629,0.4028,11,11,7,138,0,0,230
BROCCOLI714,M15,231,126,50.0,105,47.62,48.92,53.68,4.76,656.7991,180.4556,837.2547,2.168,2.0497,0.3983,6,10,12,219,0,0,347
H,M15,222,119,45.38,103,33.98,40.09,42.79,2.7,655.847,173.4566,829.3036,1.7493,1.2026,1.0143,8,9,9,213,0,0,226
MANA,M15,287,141,40.43,146,55.48,48.08,53.66,5.57,655.0293,227.8921,882.9214,2.4351,2.2993,0.377,5,8,25,262,0,0,849
INJ,M15,393,210,44.29,183,47.54,45.8,50.89,5.09,653.0438,302.7091,955.753,1.8564,2.2699,0.5696,7,10,26,367,0,0,736
POPCAT,M15,407,207,41.55,200,45.5,43.49,47.67,4.18,651.8466,321.371,973.2177,1.5637,1.6974,0.5836,6,8,23,384,0,0,450
COS,M15,176,82,47.56,94,48.94,48.3,52.84,4.55,649.5714,135.2821,784.8535,3.0091,1.8349,0.4087,7,8,12,164,0,0,648
1000FLOKI,M15,436,236,47.46,200,43.0,45.41,50.23,4.82,649.3575,334.5569,983.9143,1.6602,1.6669,1.2846,7,10,21,414,1,0,771
ORCA,M15,209,105,47.62,104,48.08,47.85,52.63,4.78,647.0562,161.2652,808.3214,2.5588,2.0576,0.3918,7,7,16,193,0,0,479
EPIC,M15,207,102,42.16,105,49.52,45.89,50.24,4.35,646.8678,164.2245,811.0924,2.5346,2.1695,0.5403,5,6,15,192,0,0,389
APT,M15,337,177,38.98,160,46.25,42.43,47.18,4.75,645.2884,271.0985,916.3869,1.9725,1.5902,0.4842,5,12,15,322,0,0,836
1000000BOB,M15,133,70,55.71,63,47.62,51.88,57.89,6.02,642.2174,105.4587,747.6761,2.9131,1.8327,0.5948,6,7,9,124,0,0,307
ANIME,M15,196,100,53.0,96,48.96,51.02,56.12,5.1,640.0387,152.4936,792.5323,2.9132,2.2029,0.3829,7,7,10,186,0,0,414
BB,M15,391,209,44.02,182,41.21,42.71,45.52,2.81,634.1495,309.6991,943.8487,1.6957,1.8968,0.7972,6,11,24,367,0,0,553
ALICE,M15,331,154,35.06,177,48.59,42.3,47.13,4.83,632.653,250.5543,883.2073,1.8478,1.6473,0.8474,6,22,12,319,0,0,795
LUMIA,M15,261,129,52.71,132,50.0,51.34,54.02,2.68,631.6558,204.3005,835.9564,2.2854,2.3352,0.2951,7,7,15,245,0,0,463
PYTH,M15,420,217,44.24,203,43.84,44.05,47.38,3.33,630.9005,329.3702,960.2707,1.7238,1.6204,0.5278,6,8,20,400,0,0,710
SAND,M15,294,145,36.55,149,49.66,43.2,47.62,4.42,629.7627,236.7451,866.5078,2.0707,1.386,0.4899,10,11,20,274,0,0,813
MON,M15,145,79,44.3,66,40.91,42.76,46.21,3.45,627.8801,115.6959,743.576,2.4689,1.53,0.643,7,7,8,137,0,0,156
GLM,M15,271,136,47.79,135,45.19,46.49,51.66,5.17,626.3202,211.7183,838.0385,2.2341,2.0517,0.3121,8,8,15,256,0,0,843
DYDX,M15,377,198,43.94,179,41.34,42.71,47.75,5.04,625.5846,301.4562,927.0408,1.7139,1.5644,1.2378,9,7,20,357,0,0,752
MAGMA,M15,103,53,60.38,50,64.0,62.14,68.93,6.8,624.8085,79.5271,704.3356,3.9183,2.3411,0.3111,6,4,12,91,0,0,80
AKE,M15,149,73,53.42,76,44.74,48.99,50.34,1.34,623.6554,114.3225,737.9778,2.1176,1.4871,1.1192,6,9,4,145,0,0,159
ZORA,M15,143,74,55.41,69,53.62,54.55,58.74,4.2,623.5642,110.2109,733.7751,3.1288,1.935,0.581,8,6,12,131,0,0,238
ZKC,M15,95,52,57.69,43,48.84,53.68,57.89,4.21,623.0595,75.3755,698.4349,4.4517,1.7432,0.2318,5,6,3,92,0,0,223
UAI,M15,122,63,49.21,59,52.54,50.82,53.28,2.46,622.8995,95.3339,718.2334,2.6846,1.897,0.6891,6,7,9,113,0,0,134
POWR,M15,265,133,45.86,132,50.0,47.92,55.09,7.17,622.7901,208.3115,831.1015,2.5082,2.1795,0.3378,7,7,11,254,0,0,892
CAKE,M15,230,102,50.98,128,51.56,51.3,56.52,5.22,619.6137,179.6728,799.2866,2.6722,2.7363,0.4412,6,7,16,214,0,0,873
GMX,M15,319,149,44.3,170,46.47,45.45,52.98,7.52,618.422,244.0918,862.5139,2.1225,1.586,0.4985,7,9,18,301,0,0,831
0G,M15,100,51,43.14,49,51.02,47.0,51.0,4.0,611.6149,79.7855,691.4004,3.7248,1.6188,0.3457,5,7,4,96,0,0,207
HYPER,M15,170,92,45.65,78,47.44,46.47,50.0,3.53,608.0879,135.9559,744.0438,2.7395,1.2314,0.3585,7,6,3,167,0,0,364
ALT,M15,416,217,42.86,199,44.72,43.75,47.12,3.37,607.8585,320.77,928.6285,1.6757,1.9231,0.7035,8,8,24,392,0,0,678
C,M15,173,90,54.44,83,46.99,50.87,56.07,5.2,603.6966,134.5682,738.2649,2.5069,1.7921,0.5681,8,6,10,163,0,0,286
UMA,M15,328,165,44.24,163,42.94,43.6,48.78,5.18,601.9435,253.493,855.4365,1.9204,1.6026,0.5157,5,11,7,321,0,0,842
CATI,M15,265,132,43.18,133,39.85,41.51,46.42,4.91,601.3476,203.1688,804.5164,2.0042,1.6491,0.4421,9,10,18,247,0,0,591
MANTA,M15,389,199,45.23,190,43.16,44.22,50.39,6.17,601.248,296.7617,898.0097,1.7922,1.8265,0.8496,11,10,27,362,0,0,747
ACT,M15,263,149,41.61,114,49.12,44.87,48.29,3.42,600.7005,208.756,809.4566,1.8245,1.25,0.6292,8,8,19,244,0,0,473
CHR,M15,427,215,37.21,212,48.11,42.62,46.84,4.22,595.622,330.7352,926.3572,1.6696,1.8699,0.4022,5,8,19,408,0,0,768
JOE,M15,365,177,38.98,188,49.47,44.38,50.41,6.03,595.5839,285.6413,881.2252,1.8067,1.9535,0.5494,6,9,30,335,0,0,785
EDU,M15,374,184,42.39,190,41.05,41.71,47.33,5.61,595.4806,298.2122,893.6928,1.664,1.5197,0.9687,5,12,13,361,0,0,850
SKL,M15,359,186,45.16,173,42.77,44.01,49.58,5.57,591.5178,275.2411,866.7589,1.8236,2.0563,0.5117,6,9,24,335,0,0,840
ANKR,M15,272,126,46.83,146,50.0,48.53,52.94,4.41,591.1619,208.7427,799.9046,2.2448,1.8351,0.3716,8,6,13,259,0,0,901
RIF,M15,319,173,42.77,146,45.89,44.2,49.53,5.33,591.1209,256.0885,847.2094,1.8522,1.9745,0.4814,6,11,17,302,0,0,882
UNI,M15,320,177,41.81,143,49.65,45.31,52.81,7.5,590.9564,252.2573,843.2136,2.0702,1.3924,0.5817,6,9,15,305,0,0,818
1INCH,M15,276,134,43.28,142,42.96,43.12,50.36,7.25,590.6253,217.8834,808.5087,2.1654,1.3859,0.7856,7,8,20,256,0,0,828
COAI,M15,139,69,47.83,70,38.57,43.17,46.76,3.6,587.3385,109.8343,697.1728,1.6995,0.8684,1.8752,8,9,9,128,2,0,209
JASMY,M15,382,188,42.02,194,42.27,42.15,47.12,4.97,585.6582,293.3289,878.987,1.6781,1.826,1.0218,7,11,20,362,0,0,763
TRUTH,M15,150,80,55.0,70,38.57,47.33,49.33,2.0,583.4613,122.1251,705.5865,1.9805,0.9907,0.7402,4,5,8,142,0,0,209
SOON,M15,192,107,48.6,85,35.29,42.71,48.44,5.73,583.202,147.8248,731.0268,2.2492,1.6001,0.5558,4,8,10,182,0,0,314
RVN,M15,262,126,44.44,136,55.15,50.0,54.58,4.58,582.8184,204.988,787.8064,2.2872,1.9559,0.3792,8,8,17,245,0,0,888
BEL,M15,344,164,43.29,180,44.44,43.9,50.87,6.98,580.2095,264.0675,844.277,1.829,1.9133,0.5428,5,7,19,325,0,0,828
CRV,M15,413,202,45.54,211,40.28,42.86,50.12,7.26,578.3916,323.5949,901.9865,1.6766,1.7911,0.6576,6,9,12,401,0,0,799
ARK,M15,288,136,48.53,152,47.37,47.92,53.12,5.21,576.1105,224.4004,800.5109,2.1238,2.1753,0.3317,6,8,8,280,0,0,904
IO,M15,397,193,47.15,204,40.69,43.83,48.61,4.79,575.7317,304.9197,880.6515,1.6629,1.6491,0.8924,12,9,26,371,0,0,552
COOKIE,M15,267,135,46.67,132,50.0,48.31,51.31,3.0,575.7236,210.3993,786.1229,1.8953,1.9668,0.6314,7,7,21,246,0,0,381
SPK,M15,148,83,53.01,65,49.23,51.35,55.41,4.05,575.6353,114.7793,690.4146,2.8974,1.7766,0.3429,4,5,9,139,0,0,307
SENT,M15,78,44,56.82,34,41.18,50.0,52.56,2.56,574.6832,62.7951,637.4783,3.4243,1.3476,0.6775,6,8,7,71,0,0,195
NEAR,M15,366,194,45.88,172,42.44,44.26,48.63,4.37,572.5779,282.9792,855.5571,1.8141,1.8522,0.3732,8,8,23,343,0,0,815
US,M15,98,41,39.02,57,42.11,40.82,43.88,3.06,570.8655,75.5132,646.3786,2.7825,1.1578,0.8312,5,8,5,93,0,0,118
VET,M15,295,154,45.45,141,47.52,46.44,50.85,4.41,570.113,229.8416,799.9547,2.0552,2.0896,0.4401,5,7,22,273,0,0,869
THE,M15,208,111,45.95,97,45.36,45.67,50.96,5.29,567.9566,163.4168,731.3734,2.1734,1.9328,0.3494,6,5,15,193,0,0,482
SWARMS,M15,318,147,50.34,171,34.5,41.82,45.28,3.46,567.2291,251.9474,819.1765,1.503,1.355,1.2826,8,12,13,305,0,0,332
QTUM,M15,251,122,45.08,129,47.29,46.22,52.19,5.98,565.3046,193.5167,758.8213,2.5174,1.7154,0.4211,9,7,16,235,0,0,924
KAS,M15,297,141,42.55,156,53.21,48.15,52.53,4.38,562.2434,229.9822,792.2257,2.0527,2.1538,0.2637,6,6,12,285,0,0,868
GRASS,M15,347,186,45.16,161,36.02,40.92,45.82,4.9,561.8269,274.882,836.7089,1.5965,1.6788,0.5896,6,9,20,327,0,0,430
DOGE,M15,268,119,42.02,149,47.65,45.15,50.75,5.6,561.4111,206.6176,768.0287,2.1308,2.1395,0.3067,5,5,15,253,0,0,834
TAC,M15,143,83,54.22,60,38.33,47.55,50.35,2.8,561.1064,109.4134,670.5197,2.3758,1.2387,0.5657,4,7,12,131,0,0,251
BNT,M15,229,99,44.44,130,50.0,47.6,52.4,4.8,558.5866,179.9839,738.5705,2.6624,1.9284,0.4161,8,7,15,214,0,0,1008
M,M15,204,121,48.76,83,31.33,41.67,46.57,4.9,557.6651,157.5374,715.2025,1.9364,1.4091,0.6646,5,7,4,199,0,0,269
ZEC,M15,360,189,42.86,171,35.09,39.17,44.17,5.0,555.1474,277.1858,832.3333,1.6616,1.5986,0.8349,7,11,17,343,0,0,762
WOO,M15,358,182,42.86,176,41.48,42.18,47.77,5.59,554.7009,268.8229,823.5238,1.8169,1.7289,0.6297,12,6,23,335,0,0,739
MYX,M15,232,125,47.2,107,42.06,44.83,47.84,3.02,554.5189,175.5801,730.099,1.4811,0.9163,1.9336,5,5,16,215,1,0,230
SUI,M15,366,190,45.26,176,47.73,46.45,50.27,3.83,553.4839,285.0608,838.5448,1.7828,2.0344,0.472,9,10,16,350,0,0,747
ME,M15,192,97,52.58,95,53.68,53.12,54.69,1.56,553.15,148.8432,701.9932,2.6186,2.2877,0.3002,7,5,12,180,0,0,484
RSR,M15,411,217,46.08,194,44.33,45.26,50.12,4.87,552.49,311.8401,864.3301,1.6444,1.9476,0.5233,7,7,22,389,0,0,700
TRUST,M15,76,47,57.45,29,34.48,48.68,52.63,3.95,552.3623,59.9289,612.2912,4.601,1.6278,0.2111,4,6,5,71,0,0,211
HFT,M15,400,205,47.32,195,46.67,47.0,51.5,4.5,551.4799,309.8285,861.3084,1.7519,2.0968,0.4376,10,9,20,380,0,0,770
APE,M15,348,176,38.07,172,37.79,37.93,42.82,4.89,546.8619,261.8169,808.6788,1.774,1.4464,0.5438,7,10,24,324,0,0,807
DUSK,M15,441,232,47.84,209,38.28,43.31,48.53,5.22,546.7954,336.3057,883.1011,1.5743,1.7879,0.794,12,9,22,419,0,0,707
MELANIA,M15,182,96,46.88,86,40.7,43.96,50.0,6.04,545.0035,141.1198,686.1233,2.4625,1.9614,0.3422,5,8,8,174,0,0,473
RAYSOL,M15,267,134,45.52,133,42.11,43.82,50.56,6.74,543.9129,207.1313,751.0442,2.0084,1.8448,0.4441,10,7,12,255,0,0,412
LQTY,M15,358,191,41.36,167,44.91,43.02,48.04,5.03,543.8478,275.9544,819.8021,1.7576,1.9184,0.4192,5,8,19,339,0,0,796
TRB,M15,319,140,47.14,179,46.37,46.71,52.98,6.27,536.8306,246.4579,783.2885,1.8558,2.031,0.4202,4,8,11,308,0,0,841
1000CAT,M15,303,157,43.95,146,38.36,41.25,44.22,2.97,534.9951,234.4101,769.4052,1.7067,1.385,0.7483,6,10,15,288,0,0,418
KSM,M15,303,145,46.9,158,50.0,48.51,53.14,4.62,531.5091,232.5499,764.0589,1.9883,2.0751,0.3594,9,6,15,288,0,0,817
CELR,M15,373,184,48.91,189,43.39,46.11,51.21,5.09,530.5779,285.9617,816.5396,1.7667,2.0054,0.7233,7,9,20,353,0,0,833
NIL,M15,232,124,42.74,108,48.15,45.26,50.0,4.74,526.3655,174.5817,700.9472,2.026,1.7908,0.4007,4,6,17,215,0,0,339
OG,M15,92,55,52.73,37,54.05,53.26,58.7,5.43,524.9398,69.2185,594.1583,4.0952,1.4389,0.2751,7,4,4,88,0,0,420
TRADOOR,M15,152,81,54.32,71,36.62,46.05,47.37,1.32,524.2932,116.1039,640.3971,1.7692,0.9563,1.6787,6,5,6,145,1,0,184
W,M15,396,209,40.19,187,43.32,41.67,46.46,4.8,522.418,311.3263,833.7443,1.594,1.4771,0.8945,6,12,21,375,0,0,630
RENDER,M15,289,148,43.92,141,47.52,45.67,52.25,6.57,521.8066,217.7135,739.5201,1.9993,1.8836,0.3976,7,9,21,268,0,0,568
AWE,M15,133,71,56.34,62,48.39,52.63,55.64,3.01,520.5313,102.8624,623.3936,3.6892,2.4187,0.1707,6,5,12,120,0,0,345
CETUS,M15,273,130,43.85,143,44.76,44.32,49.08,4.76,518.7998,212.1928,730.9926,1.8078,1.4546,0.7651,6,8,20,253,0,0,433
COW,M15,220,107,39.25,113,52.21,45.91,50.91,5.0,518.0172,170.1346,688.1519,2.0894,1.9427,0.3237,5,7,10,210,0,0,463
1MBABYDOGE,M15,253,126,48.41,127,45.67,47.04,52.96,5.93,517.834,195.3017,713.1357,2.0688,1.9004,0.3859,6,8,13,240,0,0,534
TOWNS,M15,134,72,61.11,62,41.94,52.24,58.21,5.97,517.7446,103.4217,621.1663,3.2911,2.1185,0.3471,6,5,9,125,0,0,271
1000XEC,M15,222,115,40.87,107,48.6,44.59,49.55,4.95,517.4823,173.8099,691.2922,2.2208,1.4893,0.5713,6,6,7,215,0,0,950
METIS,M15,332,177,44.63,155,49.68,46.99,51.51,4.52,516.7454,255.9682,772.7136,1.8468,1.9063,0.6128,9,10,23,309,0,0,728
NOM,M15,108,58,53.45,50,30.0,42.59,46.3,3.7,514.1612,80.9909,595.1522,2.681,1.08,0.4273,4,7,7,101,0,0,180
ZK,M15,339,193,41.97,146,52.74,46.61,53.39,6.78,511.4385,256.2793,767.7178,1.7891,1.8443,0.5263,7,9,15,324,0,0,598
GRT,M15,337,178,42.7,159,43.4,43.03,49.55,6.53,509.1782,259.8209,768.9991,1.8485,1.2951,0.5306,5,10,14,323,0,0,812
LA,M15,141,79,56.96,62,45.16,51.77,56.74,4.96,508.2136,107.3655,615.5791,2.6531,1.7185,0.4231,5,6,7,134,0,0,321
IMX,M15,395,215,41.4,180,43.33,42.28,47.09,4.81,507.2722,301.6409,808.9132,1.6777,1.8994,0.5582,8,12,23,372,0,0,756
JCT,M15,130,64,50.0,66,50.0,50.0,53.85,3.85,505.7088,99.3064,605.0152,2.3654,1.6597,0.5189,6,9,7,123,0,0,136
EIGEN,M15,346,188,45.21,158,48.73,46.82,50.58,3.76,501.1423,261.8364,762.9787,1.7029,1.7885,0.5144,8,10,17,329,0,0,443
ZKP,M15,53,34,55.88,19,47.37,52.83,56.6,3.77,499.9701,42.4272,542.3972,5.2651,0.8283,0.3322,8,6,3,50,0,0,143
B2,M15,177,89,48.31,88,50.0,49.15,52.54,3.39,498.6912,136.6993,635.3905,2.1545,1.4762,0.4791,8,10,13,164,0,0,357
MOVE,M15,217,111,45.05,106,41.51,43.32,49.77,6.45,498.1552,163.3458,661.501,2.1027,1.4433,0.6063,9,7,10,207,0,0,487
VANA,M15,198,103,48.54,95,47.37,47.98,53.54,5.56,498.1541,153.9272,652.0813,2.1979,1.5103,0.3107,6,5,18,180,0,0,470
ALGO,M15,311,153,43.14,158,43.67,43.41,49.2,5.79,495.3327,238.8194,734.1522,1.8778,1.8023,0.3281,7,8,20,291,0,0,789
LAYER,M15,153,73,53.42,80,52.5,52.94,56.21,3.27,495.1254,118.5136,613.639,2.6873,2.1898,0.598,14,11,9,144,0,0,439
ONE,M15,358,194,43.3,164,47.56,45.25,50.84,5.59,492.2974,277.4544,769.7518,1.7278,1.7568,0.4875,11,10,17,341,0,0,796
ICX,M15,262,118,38.98,144,51.39,45.8,51.15,5.34,492.052,203.3647,695.4167,2.1133,1.7883,0.4389,6,10,21,241,0,0,899
SFP,M15,175,76,48.68,99,51.52,50.29,56.57,6.29,491.9876,136.9246,628.9122,2.9959,1.8597,0.4241,5,6,9,166,0,0,1041
